ID,2DRT,3DRT,2DCorrect,3DCorrect,first
100,4.490433333333333,3.4555999999999996,0.8666666666666667,0.9,2D
102,5.69206666666667,2.9377666666666653,0.8333333333333334,1.0,2D
103,9.137633333333333,6.075433333333335,0.9,0.8,3D
105,5.868200000000003,4.042533333333332,0.6333333333333333,0.6666666666666666,3D
106,14.120133333333339,10.794533333333336,0.8666666666666667,0.9,2D
107,3.0852999999999984,2.5016000000000025,0.8666666666666667,0.6,3D
108,15.555633333333336,13.297666666666661,0.8,0.8666666666666667,2D
109,6.8302000000000005,4.788466666666665,0.8666666666666667,0.9,3D
110,12.280400000000004,11.507833333333334,0.9,1.0,2D
111,4.746633333333335,4.8457,0.9333333333333333,0.7333333333333333,3D
112,2.9799333333333333,2.6092333333333353,0.8333333333333334,0.9333333333333333,2D
158,7.137166666666672,5.603000000000003,0.8666666666666667,0.9666666666666667,2D
159,5.561799999999996,4.937100000000002,1.0,1.0,3D
160,15.6628,14.256333333333338,0.7333333333333333,0.9,2D
161,2.5892333333333335,2.504666666666664,0.9333333333333333,0.9,3D
166,4.193299999999998,4.502833333333334,0.8,1.0,2D
167,4.054600000000001,3.405733333333331,0.7333333333333333,0.8333333333333334,3D
168,3.7016000000000053,3.6512000000000038,0.7,0.8,2D
169,5.260833333333333,4.353333333333333,0.7,0.9333333333333333,3D
171,8.618366666666667,11.897033333333335,0.9,0.8333333333333334,3D
172,6.357566666666669,5.312833333333334,0.8,0.9333333333333333,2D
174,5.367899999999997,4.918499999999997,0.8666666666666667,0.9,2D
175,2.2680333333333342,2.589233333333334,0.6,0.8666666666666667,2D
177,3.0807666666666664,3.7039999999999997,0.6666666666666666,0.8,3D
178,9.191266666666666,9.364866666666668,0.9333333333333333,0.8666666666666667,2D
180,5.4415666666666676,6.30476666666667,0.8333333333333334,0.9333333333333333,2D
183,5.070299999999998,4.665400000000005,0.9333333333333333,0.9,3D
184,7.600500000000001,6.910800000000003,0.7333333333333333,0.8,2D
186,5.667066666666665,4.412566666666668,0.8666666666666667,0.8666666666666667,2D
188,7.165466666666666,5.0161333333333396,0.9666666666666667,0.9666666666666667,2D
189,1.6440999999999997,2.4361333333333333,0.5,0.7,3D
190,13.9818,9.06673333333333,0.7333333333333333,0.7,2D
191,3.7591333333333328,4.717933333333336,0.7,0.6666666666666666,3D
192,8.290133333333337,9.915200000000006,0.9333333333333333,0.9666666666666667,2D
193,6.733600000000001,7.44626666666667,0.9333333333333333,0.8666666666666667,3D
194,5.406466666666661,5.364999999999994,0.8666666666666667,0.9666666666666667,2D
196,15.274300000000002,9.885766666666667,0.9333333333333333,1.0,2D
197,5.397933333333335,4.360366666666672,1.0,0.9,3D
199,6.134933333333334,6.386433333333334,0.9333333333333333,0.9666666666666667,3D
201,6.2642999999999995,5.068266666666665,0.9333333333333333,0.9666666666666667,3D
202,10.726466666666662,8.532266666666667,0.8333333333333334,0.9666666666666667,2D
204,6.478099999999999,5.826733333333332,0.8333333333333334,0.9,2D
206,3.948599999999999,3.7179333333333293,0.7666666666666667,0.8333333333333334,2D
207,6.865200000000001,7.639899999999997,0.9,0.8333333333333334,3D
208,7.313466666666669,7.3854999999999995,0.8333333333333334,0.9,2D
209,6.403533333333337,7.198966666666664,0.9333333333333333,0.9333333333333333,3D
210,6.754066666666664,5.59563333333333,0.7666666666666667,0.8333333333333334,2D
212,4.935300000000002,4.1238,0.9,0.9666666666666667,2D
213,16.800666666666675,18.853766666666665,0.8,0.8666666666666667,3D
214,5.693933333333331,4.9664666666666655,0.9,0.9666666666666667,2D
215,5.887500000000001,5.1864000000000035,0.7333333333333333,0.9,3D
216,5.206933333333333,4.955233333333331,0.9,1.0,2D
217,4.902166666666668,4.821500000000001,0.8666666666666667,0.7666666666666667,3D
218,10.192066666666673,7.523566666666668,0.6333333333333333,0.8,2D
