cube,x,y,figure
cube8B,762.19,334.5,right
cube8B,803.5,301.3,right
cube8B,840.99,297.38,right
cube8B,799.52,330.35,right
cube9,721.34,336.57,right
cube9,764.6,303.9,right
cube9,802.5,301.7,right
cube9,761.78,334.71,right
cube7A,865.87,382.81,right
cube7A,826.47,387.38,right
cube7A,798.69,330.35,right
cube7A,839.12,327.66,right
cube7B,799.93,330.15,right
cube7B,841.61,297.59,right
cube7B,880.39,293.65,right
cube7B,839.12,327.86,right
cube8A,826.47,386.96,right
cube8A,789.56,390.28,right
cube8A,761.36,334.29,right
cube8A,799.31,329.73,right
cube7A,349.71,383.58,left
cube7A,294.35,387.52,left
cube7A,305.54,330.7,left
cube7A,361.12,326.97,left
cube10,705.46,427.73,right
cube10,676.84,370.25,right
cube10,721.13,336.66,right
cube10,761.2,334.67,right
cube10,789.31,389.91,right
cube10,745.77,423.5,right
cube6A,865.17,382.61,right
cube6A,839.25,327.66,right
cube6A,880.64,293.61,right
cube6A,922.69,289.88,right
cube6A,949.56,344.87,right
cube6A,905.52,377.71,right
cube5B,932.14,434.03,right
cube5B,892.12,437.76,right
cube5B,865.37,382.19,right
cube5B,905.39,378.46,right
cube5A,932.83,434.05,right
cube5A,905.46,378.48,right
cube5A,949.54,345.12,right
cube5A,977.02,399.76,right
cube4B,959.99,489.83,right
cube4B,920.18,492.74,right
cube4B,892.6,437.58,right
cube4B,933.04,433.85,right
cube4A,960.61,489.42,right
cube4A,933.04,433.43,right
cube4A,975.96,400.25,right
cube4A,1004.78,457.07,right
cube3,988.25,545.85,right
cube3,947.7,549.58,right
cube3,920.08,492.85,right
cube3,960.88,489.12,right
cube3,1003.18,457.02,right
cube3,1030.81,513.75,right
cube2B,1003.25,457.28,right
cube2B,993.65,438.44,right
cube2B,1005.89,428.0,right
cube2B,1045.01,425.96,right
cube2A,1030.93,513.5799999999999,right
cube2A,1002.31,458.09,right
cube2A,1044.86,425.99,right
cube2A,1073.48,481.73,right
cube1B,1045.25,425.82,right
cube1B,1005.94,428.14,right
cube1B,1048.27,395.31,right
cube1B,1090.03,390.7,right
cube1A,1073.56,481.85,right
cube1A,1044.95,425.66,right
cube1A,1089.74,390.61,right
cube1A,1117.32,448.88,right
cube10,208.48,427.75,left
cube10,266.12,422.98,left
cube10,278.15,366.16,left
cube10,250.16,335.27,left
cube10,193.76,338.58,left
cube10,180.9,396.02,left
cube9B,193.34,338.38,left
cube9B,248.91,335.89,left
cube9B,219.88,301.67,left
cube9B,164.93,304.16,left
cube9A,180.55,395.43,left
cube9A,193.73,338.7,left
cube9A,164.87,304.11,left
cube9A,151.93,361.84,left
cube8A,304.27,331.31,left
cube8A,249.84,335.8,left
cube8A,220.12,301.76,left
cube8A,277.32,297.44,left
cube7B,304.92,330.91,left
cube7B,277.12,297.79,left
cube7B,334.58,294.04,left
cube7B,361.22,327.02,left
cube6B,361.0,327.4,left
cube6B,334.05,294.22,left
cube6B,391.94,289.56,left
cube6B,420.1,323.43,left
cube6A,350.12,382.35,left
cube6A,361.7,327.06,left
cube6A,419.76,323.43,left
cube6A,408.35,379.07,left
cube5B,338.75,438.17,left
cube5B,396.12,434.19,left
cube5B,407.87,378.72,left
cube5B,350.15,382.35,left
cube5A,309.72,404.82,left
cube5A,313.69,386.67,left
cube5A,350.33,383.39,left
cube5A,338.75,437.82,left
cube4B,326.13,492.42,left
cube4B,384.02,489.14,left
cube4B,395.9,434.0,left
cube4B,338.75,437.65,left
cube4A,298.49,460.63,left
cube4A,309.72,404.82,left
cube4A,338.75,438.17,left
cube4A,326.48,491.91,left
cube3B,313.87,550.14,left
cube3B,371.41,545.8199999999999,left
cube3B,384.19,489.14,left
cube3B,326.82,492.08,left
cube3,286.39,518.86,left
cube3,314.04,549.97,left
cube3,326.65,492.08,left
cube3,298.66,460.46,left
cube2,258.3,486.11,left
cube2,271.12,429.09,left
cube2,305.1,427.6,left
cube2,286.67,518.6600000000001,left
cube1B,270.6,428.76,left
cube1B,304.97,427.19,left
cube1B,309.88,402.63,left
cube1B,300.5,391.2,left
cube1B,272.6,392.3,left
cube1B,266.0,422.7,left
cube1A,258.3,485.6,left
cube1A,270.77,428.59,left
cube1A,266.21,422.8,left
cube1A,235.88,424.03,left
cube1A,229.21,452.79,left
cube8B,273.32,388.64,left
cube8B,294.99,387.8,left
cube8B,299.2,365.07,left
cube8B,278.16,365.28,left
cube8C,277.27,365.77,left
cube8C,249.71,334.83,left
cube8C,305.05,331.47,left
cube8C,298.53,365.56,left
